Date,Year,Month,Event,Event_Type,Total_Tourist_Arrivals,Domestic_Tourists,International_Tourists,Hotel_Occupancy(%),Average_Stay_Duration(days),Tourism_Revenue(INR),Cruise_Arrivals,Airport_Footfall,Temperature(C),Rainfall(mm),Flight_Delays,Monsoon_Impact_Flag,Most_Visited_Place,Agency_or_Package,Lag_1_Month,Lag_3_Month,Lag_6_Month,Moving_Average,Seasonal_Index
2023-08-28,2023,8,Onam Festival,Festival,95205,62270,32935,77.7,2.21,155939806.77,24,115187,29.85,486.41,0,1,Bolgatty Palace,Private Agency,91252,98513,98482,95863,1.01
2024-08-31,2024,8,Onam Festival,Festival,99973,64339,35634,63.91,4.51,187910169.53,122,118811,26.04,217.96,35,0,Chinese Fishing Nets,Government Package,98149,94729,106887,99934,0.92
2022-08-11,2022,8,Biennale,Arts & Cultural,53650,34373,19277,93.64,3.99,102235349.11,1477,65304,28.32,99.67,6,0,Lulu Mall,Private Agency,57142,54784,69860,58859,1.01
2023-07-10,2023,7,No Major Event,None,73133,44039,29094,77.55,3.36,167832919.7,96,77644,28.34,35.65,2,0,Chottanikkara Temple,Self-Planned,74077,63650,60609,67867,1.02
2023-10-01,2023,10,Onam Festival,Festival,80899,61785,19114,85.91,3.83,121778166.15,70,92285,28.68,268.79,25,0,Marine Drive,Self-Planned,78436,88180,67505,78755,1.15
2022-11-10,2022,11,Peak Season,Tourism,55658,44182,11476,62.39,3.58,127826441.19,1123,59993,26.84,131.65,26,0,Chottanikkara Temple,Government Package,56672,57275,67121,59181,0.98
2022-11-09,2022,11,Monsoon Dip,Low Season,84299,58059,26240,90.54,4.98,156795014.76,108,102816,31.17,482.36,45,1,Chinese Fishing Nets,Self-Planned,80931,83200,89642,84518,0.88
2024-04-20,2024,4,Peak Season,Tourism,55631,34859,20772,79.54,3.68,114110446.22,190,61986,28.89,231.24,46,0,Chinese Fishing Nets,Self-Planned,51388,61446,41641,52526,0.98
2023-12-09,2023,12,Peak Season,Tourism,112845,74177,38668,74.85,5.25,155071723.63,591,118827,24.56,420.44,34,1,Marine Drive,Self-Planned,108834,103298,117468,110611,1.08
2024-03-13,2024,3,Wedding Season,MICE,122753,95383,27370,75.33,2.45,236327511.34,190,135945,29.95,557.12,14,1,Bolgatty Palace,Government Package,119351,125302,108832,119059,1.0
2022-08-10,2022,8,Wedding Season,MICE,124583,95642,28941,61.34,3.73,364810469.39,196,141323,30.84,543.64,6,1,Hill Palace,Private Agency,123020,126539,142476,129154,1.01
2024-07-14,2024,7,Cruise Season,Cruise Tourism,116228,88223,28005,52.2,4.55,233229429.64,820,127633,24.71,594.79,3,1,Hill Palace,Private Agency,118414,109936,132163,119185,0.81
2024-07-21,2024,7,Onam Festival,Festival,89843,56003,33840,92.1,3.41,152599696.14,38,98386,32.77,314.26,0,1,Marine Drive,Private Agency,84899,82359,91999,87275,0.82
2022-02-10,2022,2,Wedding Season,MICE,106152,73646,32506,78.8,3.75,156997908.99,192,118104,30.8,350.35,13,1,Lulu Mall,Self-Planned,107543,103986,118180,108965,0.9
2024-11-16,2024,11,Conference,MICE,50613,38360,12253,70.03,3.44,109706593.75,33,55320,25.72,592.16,32,1,Marine Drive,Government Package,47666,52258,55776,51578,1.17
2024-02-13,2024,2,Cruise Season,Cruise Tourism,88571,65390,23181,56.74,1.61,196790963.73,2773,97302,26.31,274.02,12,0,Bolgatty Palace,Travel Group,87853,86820,88635,87969,0.97
2022-04-29,2022,4,Wedding Season,MICE,62747,49305,13442,73.64,2.55,114367434.28,69,75774,30.19,544.92,1,1,Fort Kochi,Travel Group,67267,55582,59988,61396,0.95
2024-10-27,2024,10,Monsoon Dip,Low Season,97753,66636,31117,53.37,3.83,181158600.58,131,107108,26.8,50.99,6,0,Bolgatty Palace,Self-Planned,93075,101135,80327,93072,0.86
2024-06-21,2024,6,Monsoon Dip,Low Season,50413,34514,15899,65.69,2.1,125454556.69,150,61887,24.28,289.23,11,0,Marine Drive,Private Agency,47186,47122,30782,43875,0.98
2022-07-08,2022,7,Onam Festival,Festival,58114,43313,14801,51.99,2.46,111510589.01,195,75417,25.42,523.33,23,1,Mattancherry Palace,Travel Group,62437,58645,64664,60965,0.97
2024-07-10,2024,7,Wedding Season,MICE,56760,40918,15842,87.39,3.38,164856952.46,27,68127,24.99,330.81,2,1,Lulu Mall,Travel Group,61628,50066,75205,60914,1.02
2023-08-06,2023,8,Wedding Season,MICE,117686,86197,31489,63.72,2.01,157095981.85,22,126943,29.49,237.33,33,0,Marine Drive,Government Package,120444,117679,98416,113556,1.03
2023-11-03,2023,11,Peak Season,Tourism,64400,50727,13673,80.68,4.78,165618700.82,533,79617,31.98,369.5,29,1,Hill Palace,Self-Planned,62353,57739,51126,58904,1.08
2024-09-28,2024,9,Biennale,Arts & Cultural,106451,84974,21477,71.06,4.17,263143855.7,1945,125751,26.95,297.74,47,0,Bolgatty Palace,Self-Planned,110118,100281,99757,104151,0.82
2024-10-20,2024,10,Wedding Season,MICE,129886,88029,41857,69.91,1.54,248224025.38,118,143480,31.61,490.38,30,1,Fort Kochi,Private Agency,127952,127962,131195,129248,0.82
2022-04-29,2022,4,Peak Season,Tourism,95114,74991,20123,94.5,3.22,187326502.01,1110,104292,32.62,56.13,36,0,Lulu Mall,Private Agency,92200,95664,100834,95953,0.96
2023-09-30,2023,9,Biennale,Arts & Cultural,73114,46677,26437,72.34,3.47,192051457.56,1698,90319,28.3,119.74,22,0,Chinese Fishing Nets,Self-Planned,69374,66341,57067,66474,0.84
2023-08-25,2023,8,Peak Season,Tourism,61725,47568,14157,88.23,2.66,174041995.27,1783,67608,28.06,109.64,44,0,Lulu Mall,Government Package,62997,65213,63853,63447,1.1
2022-12-13,2022,12,Peak Season,Tourism,90801,60026,30775,90.12,2.18,167561673.42,769,99810,24.62,170.52,35,0,Chottanikkara Temple,Self-Planned,92741,83817,98521,91470,0.87
2022-05-13,2022,5,Onam Festival,Festival,115905,71193,44712,90.66,1.67,184578748.1,104,130786,31.7,158.12,8,0,Hill Palace,Private Agency,115252,111858,118486,115375,0.89
2023-06-20,2023,6,Wedding Season,MICE,100616,71054,29562,78.41,3.0,256868713.67,71,111995,31.09,421.68,8,1,Bolgatty Palace,Travel Group,100956,105804,103013,102597,1.05
2023-06-17,2023,6,No Major Event,None,70318,44223,26095,77.65,3.42,125250287.83,37,77146,32.31,109.54,28,0,Cherai Beach,Self-Planned,73168,68770,83949,74051,0.82
2023-02-22,2023,2,Monsoon Dip,Low Season,83487,66742,16745,74.45,4.68,249539541.1,40,100814,25.72,220.66,46,0,Hill Palace,Government Package,87687,93474,86336,87746,0.9
2023-01-28,2023,1,Onam Festival,Festival,103838,72619,31219,86.12,4.88,230696584.36,190,116525,27.09,267.72,17,0,Chinese Fishing Nets,Government Package,99682,105591,100369,102370,1.17
2022-08-31,2022,8,Monsoon Dip,Low Season,125825,96952,28873,91.89,2.75,247618313.56,131,134082,24.11,500.02,34,1,Mattancherry Palace,Self-Planned,128255,127192,122593,125966,1.15
2023-04-08,2023,4,Cruise Season,Cruise Tourism,123717,91058,32659,67.77,4.99,243775114.0,308,132456,32.88,244.75,7,0,Cherai Beach,Travel Group,122891,117878,132709,124298,1.17
2022-10-06,2022,10,Wedding Season,MICE,104514,71383,33131,72.93,4.46,151921338.31,79,120838,25.18,222.24,38,0,Fort Kochi,Travel Group,104692,113153,102453,106203,1.08
2024-09-11,2024,9,Biennale,Arts & Cultural,84730,51349,33381,68.05,3.92,246222943.3,1744,103539,24.94,213.67,14,0,Cherai Beach,Self-Planned,86213,76074,75367,80596,0.87
2022-10-15,2022,10,Onam Festival,Festival,69945,46421,23524,72.53,3.54,125126208.54,57,87574,28.93,366.16,20,1,Fort Kochi,Government Package,73781,63933,60657,67079,0.9
2022-10-20,2022,10,Cruise Season,Cruise Tourism,113538,72944,40594,73.49,4.69,233829846.67,1105,116877,32.27,207.26,38,0,Marine Drive,Travel Group,118313,117349,117730,116732,0.84
2022-12-11,2022,12,Conference,MICE,103714,69239,34475,94.64,1.96,204409743.98,150,119705,29.54,568.14,8,1,Chinese Fishing Nets,Travel Group,107622,106165,88743,101561,1.13
2023-12-02,2023,12,Monsoon Dip,Low Season,75883,50378,25505,61.4,3.99,183289252.27,36,88864,25.42,351.19,14,1,Lulu Mall,Government Package,75572,84602,61643,74425,0.9
2023-11-11,2023,11,Onam Festival,Festival,96342,59742,36600,72.15,3.43,241756733.23,157,113231,28.69,281.66,1,0,Cherai Beach,Travel Group,100611,100278,96184,98353,1.11
2023-02-13,2023,2,Wedding Season,MICE,107676,81414,26262,89.11,3.18,207462122.06,67,125183,25.98,375.77,22,1,Cherai Beach,Self-Planned,106797,115797,97752,107005,1.15
2023-06-25,2023,6,No Major Event,None,127161,101221,25940,91.9,2.84,356880824.21,59,132383,28.65,179.02,21,0,Cherai Beach,Travel Group,124935,132027,107914,123009,0.81
2024-04-17,2024,4,Biennale,Arts & Cultural,104133,75778,28355,84.65,3.3,242651624.72,1744,117742,26.49,108.35,35,0,Cherai Beach,Government Package,106732,108556,84197,100904,1.11
2022-05-18,2022,5,Biennale,Arts & Cultural,108134,65314,42820,81.87,3.72,262949827.77,2448,113290,31.8,213.19,45,0,Cherai Beach,Travel Group,107635,113228,88682,104419,0.91
2024-04-02,2024,4,Conference,MICE,115346,83680,31666,71.18,5.28,169689130.82,193,120107,32.78,341.08,48,1,Mattancherry Palace,Self-Planned,115793,112233,96606,109994,1.12
2023-04-07,2023,4,Cruise Season,Cruise Tourism,63849,38466,25383,57.55,3.98,175513685.27,2947,66997,24.05,65.72,41,0,Chinese Fishing Nets,Travel Group,62242,69946,53415,62363,0.97
2023-12-02,2023,12,No Major Event,None,123681,80190,43491,75.46,3.64,353204796.31,135,133445,26.05,468.38,42,1,Mattancherry Palace,Self-Planned,120368,125839,107334,119305,1.03
2022-09-13,2022,9,Peak Season,Tourism,125362,100081,25281,86.57,3.35,266553546.25,2742,139199,31.54,202.18,19,0,Fort Kochi,Private Agency,124369,125438,111927,121774,1.17
2022-09-30,2022,9,Conference,MICE,59143,40048,19095,93.25,3.9,89902339.43,67,70854,27.1,164.43,21,0,Fort Kochi,Travel Group,60406,50752,44706,53751,1.1
2024-07-11,2024,7,Cruise Season,Cruise Tourism,121456,96960,24496,51.05,1.72,326905554.87,451,139713,28.95,223.27,16,0,Marine Drive,Private Agency,124343,117667,115060,119631,1.05
2022-08-01,2022,8,Monsoon Dip,Low Season,121691,89491,32200,68.9,1.73,168018567.73,132,137598,32.22,232.02,0,0,Hill Palace,Self-Planned,119558,122953,134228,124607,0.94
2023-06-03,2023,6,Monsoon Dip,Low Season,127838,80662,47176,82.89,3.99,219095589.01,177,134152,28.92,253.39,37,0,Marine Drive,Travel Group,130091,131835,144245,133502,1.16
2022-12-28,2022,12,Conference,MICE,87352,53806,33546,55.01,2.39,248874740.08,53,97503,24.7,392.9,9,1,Chottanikkara Temple,Self-Planned,90632,81026,98971,89495,0.93
2022-11-18,2022,11,Monsoon Dip,Low Season,129218,78492,50726,93.15,2.26,322256334.45,122,132843,24.68,438.53,31,1,Cherai Beach,Self-Planned,126297,131799,135383,130674,1.07
2024-03-30,2024,3,Peak Season,Tourism,58126,39232,18894,72.8,3.86,143919649.69,826,70753,28.6,356.58,33,1,Chinese Fishing Nets,Self-Planned,53684,64546,75710,63016,1.15
2023-11-08,2023,11,No Major Event,None,70418,48591,21827,84.79,4.1,151914321.19,172,78511,27.22,23.47,0,0,Bolgatty Palace,Self-Planned,69843,67812,78205,71569,1.11
2024-11-10,2024,11,Onam Festival,Festival,104379,79260,25119,85.26,4.75,289313212.3,157,117059,32.63,546.45,22,1,Marine Drive,Travel Group,106943,105465,104267,105263,0.84
2023-10-24,2023,10,Biennale,Arts & Cultural,126607,99941,26666,50.24,4.98,298394070.54,2041,136620,31.78,64.93,24,0,Cherai Beach,Government Package,122750,119037,137417,126452,1.04
2023-04-01,2023,4,No Major Event,None,119524,77694,41830,59.23,3.28,293421429.94,137,135652,28.01,370.57,16,1,Fort Kochi,Travel Group,120359,114779,138424,123271,1.05
2024-05-28,2024,5,Wedding Season,MICE,65334,50236,15098,86.43,4.38,124138596.63,135,82498,31.68,58.33,1,0,Mattancherry Palace,Government Package,69189,73992,78663,71794,1.19
2023-09-24,2023,9,Monsoon Dip,Low Season,118724,72892,45832,78.19,3.67,227384240.44,33,134283,31.91,243.56,44,0,Hill Palace,Government Package,122279,117214,130924,122285,0.83
2023-07-10,2023,7,No Major Event,None,73255,51160,22095,94.35,1.82,157828641.78,49,84766,29.33,12.59,20,0,Mattancherry Palace,Travel Group,73745,69534,74232,72691,0.89
2022-07-30,2022,7,Cruise Season,Cruise Tourism,93963,60007,33956,74.03,2.02,169463253.61,1001,104153,26.74,206.69,12,0,Marine Drive,Self-Planned,97406,97268,100397,97258,1.05
2023-05-02,2023,5,No Major Event,None,123436,81882,41554,57.66,2.13,270683323.99,146,137530,30.81,107.02,32,0,Bolgatty Palace,Self-Planned,121660,129679,128419,125798,0.89
2022-07-04,2022,7,Biennale,Arts & Cultural,95762,73398,22364,52.39,2.47,163819487.99,2279,110709,32.76,106.28,26,0,Mattancherry Palace,Self-Planned,92863,91722,100611,95239,1.09
2022-05-20,2022,5,Monsoon Dip,Low Season,64017,45280,18737,59.22,4.9,178954927.32,72,73063,30.94,280.09,13,0,Mattancherry Palace,Government Package,66610,67149,63676,65363,1.07
2022-02-28,2022,2,No Major Event,None,94044,65601,28443,68.67,3.07,218184653.32,36,103504,26.91,584.84,24,1,Bolgatty Palace,Self-Planned,91371,87934,90913,91065,1.07
2024-06-25,2024,6,Biennale,Arts & Cultural,72166,49024,23142,80.26,5.26,163342148.29,1474,78925,26.97,548.57,35,1,Fort Kochi,Self-Planned,73861,69878,69552,71364,1.06
2022-04-09,2022,4,No Major Event,None,127425,97544,29881,74.87,5.06,159445059.79,108,147217,24.25,593.6,14,1,Cherai Beach,Self-Planned,125693,130456,109835,123352,1.02
2024-12-19,2024,12,Onam Festival,Festival,124765,96535,28230,70.21,3.57,185879514.62,153,134170,30.23,494.9,41,1,Bolgatty Palace,Government Package,119830,116515,137215,124581,1.04
2023-05-21,2023,5,Biennale,Arts & Cultural,111510,86481,25029,80.2,4.65,322453287.91,2247,120512,27.58,275.26,49,0,Chottanikkara Temple,Self-Planned,115765,108328,119241,113711,0.97
2023-01-15,2023,1,Cruise Season,Cruise Tourism,120298,89998,30300,84.14,3.86,283217900.38,2905,137687,24.06,179.81,15,0,Fort Kochi,Private Agency,124708,112823,100330,114539,1.11
2023-08-08,2023,8,Wedding Season,MICE,77071,59815,17256,85.84,5.1,128546911.23,185,94025,32.04,493.93,32,1,Hill Palace,Government Package,75787,85323,69641,76955,1.03
2024-10-22,2024,10,Biennale,Arts & Cultural,110265,74185,36080,67.73,5.33,283561283.24,2834,128551,28.44,20.24,38,0,Chottanikkara Temple,Government Package,107507,115742,105901,109853,0.96
2023-10-05,2023,10,Onam Festival,Festival,121166,74136,47030,61.08,1.93,262154571.25,39,136535,26.06,501.48,9,1,Marine Drive,Private Agency,118628,116683,135833,123077,0.87
2024-04-14,2024,4,Peak Season,Tourism,122533,75919,46614,82.83,3.76,198003639.92,1579,127538,28.75,200.65,6,0,Hill Palace,Government Package,120455,127408,122488,123221,0.89
2024-10-21,2024,10,Cruise Season,Cruise Tourism,67489,48360,19129,60.69,4.96,101377869.63,1234,76471,32.22,580.79,35,1,Mattancherry Palace,Travel Group,70903,70369,59818,67144,0.83
2023-04-25,2023,4,Monsoon Dip,Low Season,98891,77964,20927,90.26,3.93,290336817.95,105,105148,27.06,505.0,23,1,Hill Palace,Private Agency,99808,97924,85178,95450,1.02
2022-06-12,2022,6,Conference,MICE,82225,61732,20493,65.81,1.62,177335465.07,182,99689,25.25,554.34,24,1,Cherai Beach,Travel Group,78088,89863,84704,83720,0.84
2024-09-12,2024,9,No Major Event,None,123324,88928,34396,59.04,4.01,228410989.34,179,140911,27.95,226.4,42,0,Chinese Fishing Nets,Travel Group,126361,120016,135636,126334,0.92
2024-11-22,2024,11,Monsoon Dip,Low Season,125802,89215,36587,90.81,1.55,195050716.07,65,137937,25.05,15.1,13,0,Chinese Fishing Nets,Private Agency,122521,117699,129441,123865,1.04
2022-05-13,2022,5,Monsoon Dip,Low Season,118091,90209,27882,68.26,3.85,251687704.07,122,134106,26.76,259.49,9,0,Chinese Fishing Nets,Travel Group,113691,127785,127912,121869,1.14
2023-03-28,2023,3,Cruise Season,Cruise Tourism,94900,71826,23074,67.08,2.18,178056538.39,2275,111672,29.43,2.98,18,0,Chottanikkara Temple,Self-Planned,93600,103055,85546,94275,0.95
2024-02-03,2024,2,Onam Festival,Festival,87243,62598,24645,82.98,2.97,254888672.86,175,94509,29.24,55.92,43,0,Fort Kochi,Private Agency,87407,86150,83641,86110,0.83
2022-08-10,2022,8,Conference,MICE,72305,57613,14692,55.98,3.34,209713311.86,192,91037,28.64,0.08,31,0,Fort Kochi,Self-Planned,75843,81959,57515,71905,1.01
2023-01-28,2023,1,Wedding Season,MICE,74766,53038,21728,82.72,1.79,196995702.82,79,91048,32.05,78.84,7,0,Lulu Mall,Private Agency,78606,70348,81595,76328,0.84
2022-10-12,2022,10,Conference,MICE,80470,59221,21249,70.31,4.21,171926943.93,54,95743,29.88,205.95,7,0,Hill Palace,Self-Planned,81161,86461,61736,77457,0.83
2023-10-06,2023,10,Peak Season,Tourism,120591,76255,44336,59.21,4.97,270371577.43,1366,127301,30.25,4.68,47,0,Chinese Fishing Nets,Government Package,120766,125331,103932,117655,0.99
2024-06-06,2024,6,No Major Event,None,68696,41983,26713,69.82,4.76,110263458.17,90,72103,26.26,454.71,36,1,Fort Kochi,Government Package,63943,73476,61604,66929,0.96
2023-09-30,2023,9,Cruise Season,Cruise Tourism,83467,53955,29512,69.06,2.92,130261376.26,1544,103385,28.33,387.21,48,1,Cherai Beach,Travel Group,83452,91036,72494,82612,1.12
2024-12-29,2024,12,Conference,MICE,109902,73952,35950,79.27,4.5,301816421.28,146,120995,32.09,454.58,15,1,Bolgatty Palace,Travel Group,114549,117618,109921,112997,0.94
2024-09-11,2024,9,Cruise Season,Cruise Tourism,123099,95593,27506,73.69,2.06,249358198.67,2192,137961,26.41,289.28,9,0,Fort Kochi,Self-Planned,128064,116544,110184,119472,1.05
2022-05-10,2022,5,Biennale,Arts & Cultural,120564,88369,32195,56.13,1.57,247603611.23,116,132510,32.13,392.2,38,1,Mattancherry Palace,Self-Planned,118802,129369,123830,123141,1.07
2022-05-27,2022,5,Peak Season,Tourism,107268,73466,33802,93.21,3.86,157817981.92,2878,112413,28.42,589.13,26,1,Fort Kochi,Private Agency,103066,103907,95365,102401,1.07
2022-08-06,2022,8,Biennale,Arts & Cultural,115629,71265,44364,89.18,5.46,159648040.03,2639,133935,24.77,413.4,3,1,Bolgatty Palace,Private Agency,115302,108814,118197,114485,0.88
2023-07-13,2023,7,Conference,MICE,102715,81042,21673,86.94,1.71,212146079.0,113,108625,26.08,489.49,10,1,Cherai Beach,Self-Planned,103760,112419,105247,106035,0.92
2022-01-21,2022,1,No Major Event,None,58115,45891,12224,61.48,3.17,156582168.07,183,74077,32.92,181.86,19,0,Hill Palace,Travel Group,62928,57622,74520,63296,0.8
2022-04-25,2022,4,Conference,MICE,95693,63495,32198,69.42,3.2,202591823.81,40,99026,26.41,313.18,40,1,Bolgatty Palace,Self-Planned,97271,86003,108317,96821,0.99
2023-06-11,2023,6,No Major Event,None,120102,73181,46921,62.65,1.9,257018483.42,113,124299,29.59,269.91,28,0,Bolgatty Palace,Government Package,116977,119484,136018,123145,0.8
2022-03-17,2022,3,Cruise Season,Cruise Tourism,120274,89185,31089,81.47,3.22,162886119.78,1145,134161,26.92,174.44,33,0,Chottanikkara Temple,Government Package,121892,129210,123029,123601,0.84
2022-05-22,2022,5,Peak Season,Tourism,51638,32708,18930,90.98,2.11,98775809.88,765,56559,29.21,449.06,34,1,Fort Kochi,Travel Group,51882,52216,63702,54859,0.93
2022-06-24,2022,6,Onam Festival,Festival,100724,67293,33431,92.66,1.85,169317938.57,156,109854,27.49,109.95,28,0,Fort Kochi,Government Package,97640,102356,86848,96892,0.93
2023-03-26,2023,3,Onam Festival,Festival,102981,72921,30060,79.79,2.19,298112942.59,161,112811,29.29,299.44,34,0,Chinese Fishing Nets,Private Agency,100273,101985,92390,99407,0.94
2022-02-21,2022,2,Monsoon Dip,Low Season,71687,47104,24583,60.78,2.01,186584575.84,64,84959,26.79,70.58,5,0,Mattancherry Palace,Self-Planned,67462,80205,68814,72042,0.99
2023-06-14,2023,6,Wedding Season,MICE,119673,78319,41354,87.79,1.88,316731198.16,131,123754,31.58,83.31,30,0,Lulu Mall,Government Package,123164,114286,131432,122138,1.0
2023-03-08,2023,3,Monsoon Dip,Low Season,104654,69409,35245,72.96,3.13,173486954.22,106,111464,24.61,283.35,13,0,Bolgatty Palace,Private Agency,107395,101888,102315,104063,1.2
2023-07-10,2023,7,Onam Festival,Festival,61299,40365,20934,82.52,5.22,129735466.27,107,72521,29.36,368.93,2,1,Hill Palace,Travel Group,58188,53227,74209,61730,0.95
2023-11-24,2023,11,Biennale,Arts & Cultural,86555,55895,30660,78.05,3.35,179392734.33,2933,106490,25.77,551.28,7,1,Hill Palace,Travel Group,87289,84387,88291,86630,1.12
2024-03-04,2024,3,Onam Festival,Festival,114002,88215,25787,88.52,5.1,259854707.38,180,133054,30.79,408.58,5,1,Mattancherry Palace,Private Agency,114514,105844,99390,108437,0.92
2023-09-04,2023,9,Cruise Season,Cruise Tourism,90695,65263,25432,50.74,4.31,171107353.16,408,106386,24.32,250.18,10,0,Lulu Mall,Private Agency,92886,85630,93578,90697,0.99
2023-07-20,2023,7,Peak Season,Tourism,93013,71734,21279,63.27,3.41,198427971.34,1312,99927,26.75,381.98,7,1,Bolgatty Palace,Self-Planned,89337,91565,88292,90551,0.91
2022-02-21,2022,2,Cruise Season,Cruise Tourism,121518,92758,28760,50.31,3.4,186957477.7,2325,126725,28.87,527.29,20,1,Fort Kochi,Self-Planned,121049,117338,103269,115793,1.17
2024-06-04,2024,6,Wedding Season,MICE,55321,36727,18594,72.57,2.95,66531230.55,101,75179,28.68,496.15,25,1,Bolgatty Palace,Private Agency,52183,50413,74558,58118,0.95
2023-05-14,2023,5,Onam Festival,Festival,71418,55386,16032,89.37,4.79,202260124.44,113,89407,25.1,199.98,19,0,Bolgatty Palace,Self-Planned,74876,77026,77088,75102,0.82
2023-12-15,2023,12,Onam Festival,Festival,97564,65667,31897,75.93,2.49,263417992.33,47,116283,29.56,351.66,41,1,Mattancherry Palace,Travel Group,96093,103978,103208,100210,0.83
2024-03-15,2024,3,Monsoon Dip,Low Season,74288,56678,17610,61.61,3.26,129650797.58,115,81093,25.34,349.1,22,1,Chottanikkara Temple,Travel Group,70749,77546,72118,73675,1.17
